id_education;cycle;type_solicitude;year;total
28047861;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;101
28047861;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;53
28047861;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;40
28047861;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;34
28006007;infantil_ii_ciclo;Presentadas;2020-2021;16
28006007;infantil_ii_ciclo;Presentadas;2021-2022;20
28006007;infantil_ii_ciclo;Presentadas;2022-2023;17
28006007;infantil_ii_ciclo;Presentadas;2023-2024;16
28006007;infantil_ii_ciclo;Presentadas;2024-2025;22
28006007;infantil_ii_ciclo;Admitidas;2020-2021;15
28006007;infantil_ii_ciclo;Admitidas;2021-2022;18
28006007;infantil_ii_ciclo;Admitidas;2022-2023;17
28006007;infantil_ii_ciclo;Admitidas;2023-2024;13
28006007;infantil_ii_ciclo;Admitidas;2024-2025;13
28006007;infantil_ii_ciclo;No admitidas;2020-2021;1
28006007;infantil_ii_ciclo;No admitidas;2021-2022;2
28006007;infantil_ii_ciclo;No admitidas;2022-2023;0
28006007;infantil_ii_ciclo;No admitidas;2023-2024;3
28006007;infantil_ii_ciclo;No admitidas;2024-2025;9
28031075;primaria;Presentadas;2020-2021;12
28031075;primaria;Presentadas;2021-2022;5
28031075;primaria;Presentadas;2022-2023;10
28031075;primaria;Presentadas;2023-2024;7
28031075;primaria;Presentadas;2024-2025;8
28031075;primaria;Admitidas;2020-2021;9
28031075;primaria;Admitidas;2021-2022;4
28031075;primaria;Admitidas;2022-2023;9
28031075;primaria;Admitidas;2023-2024;6
28031075;primaria;Admitidas;2024-2025;8
28031075;primaria;No admitidas;2020-2021;3
28031075;primaria;No admitidas;2021-2022;1
28031075;primaria;No admitidas;2022-2023;1
28031075;primaria;No admitidas;2023-2024;1
28031075;primaria;No admitidas;2024-2025;0
28035305;bachillerato;Presentadas;2020-2021;20
28035305;bachillerato;Presentadas;2021-2022;3
28035305;bachillerato;Presentadas;2022-2023;7
28035305;bachillerato;Presentadas;2023-2024;11
28035305;bachillerato;Presentadas;2024-2025;11
28035305;bachillerato;Admitidas;2020-2021;17
28035305;bachillerato;Admitidas;2021-2022;1
28035305;bachillerato;Admitidas;2022-2023;7
28035305;bachillerato;Admitidas;2023-2024;5
28035305;bachillerato;Admitidas;2024-2025;8
28035305;bachillerato;No admitidas;2020-2021;3
28035305;bachillerato;No admitidas;2021-2022;2
28035305;bachillerato;No admitidas;2022-2023;0
28035305;bachillerato;No admitidas;2023-2024;6
28035305;bachillerato;No admitidas;2024-2025;3
28032791;primaria;Presentadas;2020-2021;11
28032791;primaria;Presentadas;2021-2022;20
28032791;primaria;Presentadas;2022-2023;12
28032791;primaria;Presentadas;2023-2024;4
28032791;primaria;Presentadas;2024-2025;11
28032791;primaria;Admitidas;2020-2021;4
28032791;primaria;Admitidas;2021-2022;1
28032791;primaria;Admitidas;2022-2023;3
28032791;primaria;Admitidas;2023-2024;1
28032791;primaria;Admitidas;2024-2025;1
28032791;primaria;No admitidas;2020-2021;7
28032791;primaria;No admitidas;2021-2022;19
28032791;primaria;No admitidas;2022-2023;9
28032791;primaria;No admitidas;2023-2024;3
28032791;primaria;No admitidas;2024-2025;10
28020740;infantil_ii_ciclo;Presentadas;2020-2021;36
28020740;infantil_ii_ciclo;Presentadas;2021-2022;46
28020740;infantil_ii_ciclo;Presentadas;2022-2023;59
28020740;infantil_ii_ciclo;Presentadas;2023-2024;42
28020740;infantil_ii_ciclo;Presentadas;2024-2025;52
28020740;infantil_ii_ciclo;Admitidas;2020-2021;34
28020740;infantil_ii_ciclo;Admitidas;2021-2022;46
28020740;infantil_ii_ciclo;Admitidas;2022-2023;55
28020740;infantil_ii_ciclo;Admitidas;2023-2024;42
28020740;infantil_ii_ciclo;Admitidas;2024-2025;40
28020740;infantil_ii_ciclo;No admitidas;2020-2021;2
28020740;infantil_ii_ciclo;No admitidas;2021-2022;0
28020740;infantil_ii_ciclo;No admitidas;2022-2023;4
28020740;infantil_ii_ciclo;No admitidas;2023-2024;0
28020740;infantil_ii_ciclo;No admitidas;2024-2025;12
28030575;bachillerato;Presentadas;2020-2021;18
28030575;bachillerato;Presentadas;2021-2022;9
28030575;bachillerato;Presentadas;2022-2023;19
28030575;bachillerato;Presentadas;2023-2024;16
28030575;bachillerato;Presentadas;2024-2025;16
28030575;bachillerato;Admitidas;2020-2021;18
28030575;bachillerato;Admitidas;2021-2022;3
28030575;bachillerato;Admitidas;2022-2023;17
28030575;bachillerato;Admitidas;2023-2024;15
28030575;bachillerato;Admitidas;2024-2025;10
28030575;bachillerato;No admitidas;2020-2021;0
28030575;bachillerato;No admitidas;2021-2022;6
28030575;bachillerato;No admitidas;2022-2023;2
28030575;bachillerato;No admitidas;2023-2024;1
28030575;bachillerato;No admitidas;2024-2025;6
28000029;primaria;Presentadas;2021-2022;3
28000029;primaria;Presentadas;2022-2023;5
28000029;primaria;Presentadas;2023-2024;3
28000029;primaria;Presentadas;2024-2025;2
28000029;primaria;Admitidas;2021-2022;3
28000029;primaria;Admitidas;2022-2023;5
28000029;primaria;Admitidas;2023-2024;3
28000029;primaria;Admitidas;2024-2025;2
28000029;primaria;No admitidas;2021-2022;0
28000029;primaria;No admitidas;2022-2023;0
28000029;primaria;No admitidas;2023-2024;0
28000029;primaria;No admitidas;2024-2025;0
28011684;primaria;Presentadas;2020-2021;7
28011684;primaria;Presentadas;2021-2022;5
28011684;primaria;Presentadas;2022-2023;4
28011684;primaria;Presentadas;2023-2024;11
28011684;primaria;Presentadas;2024-2025;11
28011684;primaria;Admitidas;2020-2021;2
28011684;primaria;Admitidas;2021-2022;2
28011684;primaria;Admitidas;2022-2023;0
28011684;primaria;Admitidas;2023-2024;9
28011684;primaria;Admitidas;2024-2025;3
28011684;primaria;No admitidas;2020-2021;5
28011684;primaria;No admitidas;2021-2022;3
28011684;primaria;No admitidas;2022-2023;4
28011684;primaria;No admitidas;2023-2024;2
28011684;primaria;No admitidas;2024-2025;8
28002543;primaria;Presentadas;2020-2021;2
28002543;primaria;Presentadas;2021-2022;3
28002543;primaria;Presentadas;2022-2023;2
28002543;primaria;Presentadas;2023-2024;2
28002543;primaria;Presentadas;2024-2025;4
28002543;primaria;Admitidas;2020-2021;2
28002543;primaria;Admitidas;2021-2022;3
28002543;primaria;Admitidas;2022-2023;2
28002543;primaria;Admitidas;2023-2024;2
28002543;primaria;Admitidas;2024-2025;4
28002543;primaria;No admitidas;2020-2021;0
28002543;primaria;No admitidas;2021-2022;0
28002543;primaria;No admitidas;2022-2023;0
28002543;primaria;No admitidas;2023-2024;0
28002543;primaria;No admitidas;2024-2025;0
28080050;eso;Presentadas;2020-2021;29
28080050;eso;Presentadas;2021-2022;87
28080050;eso;Presentadas;2022-2023;128
28080050;eso;Presentadas;2023-2024;143
28080050;eso;Presentadas;2024-2025;125
28080050;eso;Admitidas;2020-2021;28
28080050;eso;Admitidas;2021-2022;78
28080050;eso;Admitidas;2022-2023;112
28080050;eso;Admitidas;2023-2024;118
28080050;eso;Admitidas;2024-2025;105
28080050;eso;No admitidas;2020-2021;1
28080050;eso;No admitidas;2021-2022;9
28080050;eso;No admitidas;2022-2023;16
28080050;eso;No admitidas;2023-2024;25
28080050;eso;No admitidas;2024-2025;20
28010801;primaria;Presentadas;2020-2021;7
28010801;primaria;Presentadas;2021-2022;12
28010801;primaria;Presentadas;2022-2023;6
28010801;primaria;Presentadas;2023-2024;11
28010801;primaria;Presentadas;2024-2025;12
28010801;primaria;Admitidas;2020-2021;1
28010801;primaria;Admitidas;2021-2022;3
28010801;primaria;Admitidas;2022-2023;1
28010801;primaria;Admitidas;2023-2024;7
28010801;primaria;Admitidas;2024-2025;9
28010801;primaria;No admitidas;2020-2021;6
28010801;primaria;No admitidas;2021-2022;9
28010801;primaria;No admitidas;2022-2023;5
28010801;primaria;No admitidas;2023-2024;4
28010801;primaria;No admitidas;2024-2025;3
28033941;primaria;Presentadas;2020-2021;7
28033941;primaria;Presentadas;2021-2022;1
28033941;primaria;Presentadas;2022-2023;3
28033941;primaria;Presentadas;2023-2024;5
28033941;primaria;Admitidas;2020-2021;6
28033941;primaria;Admitidas;2021-2022;1
28033941;primaria;Admitidas;2022-2023;3
28033941;primaria;Admitidas;2023-2024;2
28033941;primaria;No admitidas;2020-2021;1
28033941;primaria;No admitidas;2021-2022;0
28033941;primaria;No admitidas;2022-2023;0
28033941;primaria;No admitidas;2023-2024;3
28038446;bachillerato;Presentadas;2020-2021;18
28038446;bachillerato;Presentadas;2021-2022;9
28038446;bachillerato;Presentadas;2022-2023;18
28038446;bachillerato;Presentadas;2023-2024;23
28038446;bachillerato;Presentadas;2024-2025;34
28038446;bachillerato;Admitidas;2020-2021;16
28038446;bachillerato;Admitidas;2021-2022;7
28038446;bachillerato;Admitidas;2022-2023;11
28038446;bachillerato;Admitidas;2023-2024;11
28038446;bachillerato;Admitidas;2024-2025;9
28038446;bachillerato;No admitidas;2020-2021;2
28038446;bachillerato;No admitidas;2021-2022;2
28038446;bachillerato;No admitidas;2022-2023;7
28038446;bachillerato;No admitidas;2023-2024;12
28038446;bachillerato;No admitidas;2024-2025;25
28049407;infantil_ii_ciclo;Presentadas;2020-2021;16
28049407;infantil_ii_ciclo;Presentadas;2021-2022;18
28049407;infantil_ii_ciclo;Presentadas;2022-2023;25
28049407;infantil_ii_ciclo;Presentadas;2023-2024;27
28049407;infantil_ii_ciclo;Presentadas;2024-2025;19
28049407;infantil_ii_ciclo;Admitidas;2020-2021;16
28049407;infantil_ii_ciclo;Admitidas;2021-2022;17
28049407;infantil_ii_ciclo;Admitidas;2022-2023;22
28049407;infantil_ii_ciclo;Admitidas;2023-2024;21
28049407;infantil_ii_ciclo;Admitidas;2024-2025;16
28049407;infantil_ii_ciclo;No admitidas;2020-2021;0
28049407;infantil_ii_ciclo;No admitidas;2021-2022;1
28049407;infantil_ii_ciclo;No admitidas;2022-2023;3
28049407;infantil_ii_ciclo;No admitidas;2023-2024;6
28049407;infantil_ii_ciclo;No admitidas;2024-2025;3
28058160;infantil_i_ciclo;Presentadas en el centro;2020-2021;146
28058160;infantil_i_ciclo;Presentadas en el centro;2021-2022;134
28058160;infantil_i_ciclo;Presentadas en el centro;2022-2023;151
28058160;infantil_i_ciclo;Presentadas en el centro;2023-2024;93
28058160;infantil_i_ciclo;Presentadas en el centro;2024-2025;125
28058160;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;89
28058160;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;93
28058160;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;104
28058160;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;65
28058160;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;92
28058160;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28058160;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;11
28058160;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;7
28058160;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;7
28058160;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;7
28058160;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;57
28058160;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;29
28058160;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;38
28058160;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;20
28058160;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;26
28010989;primaria;Presentadas;2020-2021;7
28010989;primaria;Presentadas;2021-2022;7
28010989;primaria;Presentadas;2022-2023;3
28010989;primaria;Presentadas;2023-2024;4
28010989;primaria;Presentadas;2024-2025;7
28010989;primaria;Admitidas;2020-2021;5
28010989;primaria;Admitidas;2021-2022;5
28010989;primaria;Admitidas;2022-2023;1
28010989;primaria;Admitidas;2023-2024;4
28010989;primaria;Admitidas;2024-2025;3
28010989;primaria;No admitidas;2020-2021;2
28010989;primaria;No admitidas;2021-2022;2
28010989;primaria;No admitidas;2022-2023;2
28010989;primaria;No admitidas;2023-2024;0
28010989;primaria;No admitidas;2024-2025;4
28047605;infantil_i_ciclo;Presentadas en el centro;2020-2021;127
28047605;infantil_i_ciclo;Presentadas en el centro;2021-2022;127
28047605;infantil_i_ciclo;Presentadas en el centro;2022-2023;125
28047605;infantil_i_ciclo;Presentadas en el centro;2023-2024;123
28047605;infantil_i_ciclo;Presentadas en el centro;2024-2025;126
28047605;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;104
28047605;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;123
28047605;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;117
28047605;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;121
28047605;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;115
28047605;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28047605;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;3
28047605;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;2
28047605;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;1
28047605;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;3
28047605;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;25
28047605;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;1
28047605;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;6
28047605;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;1
28047605;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;8
28043879;infantil_i_ciclo;Presentadas en el centro;2020-2021;138
28043879;infantil_i_ciclo;Presentadas en el centro;2021-2022;164
28043879;infantil_i_ciclo;Presentadas en el centro;2022-2023;169
28043879;infantil_i_ciclo;Presentadas en el centro;2023-2024;178
28043879;infantil_i_ciclo;Presentadas en el centro;2024-2025;226
28043879;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;103
28043879;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;105
28043879;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;108
28043879;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;105
28043879;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;137
28043879;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28043879;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;3
28043879;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;3
28043879;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;4
28043879;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;5
28043879;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;38
28043879;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;56
28043879;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;58
28043879;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;69
28043879;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;82
28063799;eso;Presentadas;2020-2021;5
28063799;eso;Presentadas;2021-2022;5
28063799;eso;Presentadas;2022-2023;17
28063799;eso;Presentadas;2023-2024;11
28063799;eso;Presentadas;2024-2025;7
28063799;eso;Admitidas;2020-2021;0
28063799;eso;Admitidas;2021-2022;1
28063799;eso;Admitidas;2022-2023;13
28063799;eso;Admitidas;2023-2024;3
28063799;eso;Admitidas;2024-2025;2
28063799;eso;No admitidas;2020-2021;5
28063799;eso;No admitidas;2021-2022;4
28063799;eso;No admitidas;2022-2023;4
28063799;eso;No admitidas;2023-2024;8
28063799;eso;No admitidas;2024-2025;5
28078547;eso;Presentadas;2020-2021;122
28078547;eso;Presentadas;2021-2022;124
28078547;eso;Presentadas;2022-2023;149
28078547;eso;Presentadas;2023-2024;147
28078547;eso;Presentadas;2024-2025;149
28078547;eso;Admitidas;2020-2021;110
28078547;eso;Admitidas;2021-2022;100
28078547;eso;Admitidas;2022-2023;126
28078547;eso;Admitidas;2023-2024;143
28078547;eso;Admitidas;2024-2025;141
28078547;eso;No admitidas;2020-2021;12
28078547;eso;No admitidas;2021-2022;24
28078547;eso;No admitidas;2022-2023;23
28078547;eso;No admitidas;2023-2024;4
28078547;eso;No admitidas;2024-2025;8
28002312;bachillerato;Presentadas;2020-2021;18
28002312;bachillerato;Presentadas;2021-2022;10
28002312;bachillerato;Presentadas;2022-2023;14
28002312;bachillerato;Presentadas;2023-2024;24
28002312;bachillerato;Presentadas;2024-2025;25
28002312;bachillerato;Admitidas;2020-2021;11
28002312;bachillerato;Admitidas;2021-2022;9
28002312;bachillerato;Admitidas;2022-2023;5
28002312;bachillerato;Admitidas;2023-2024;13
28002312;bachillerato;Admitidas;2024-2025;3
28002312;bachillerato;No admitidas;2020-2021;7
28002312;bachillerato;No admitidas;2021-2022;1
28002312;bachillerato;No admitidas;2022-2023;9
28002312;bachillerato;No admitidas;2023-2024;11
28002312;bachillerato;No admitidas;2024-2025;22
28042681;eso;Presentadas;2020-2021;109
28042681;eso;Presentadas;2021-2022;82
28042681;eso;Presentadas;2022-2023;66
28042681;eso;Presentadas;2023-2024;127
28042681;eso;Presentadas;2024-2025;98
28042681;eso;Admitidas;2020-2021;90
28042681;eso;Admitidas;2021-2022;65
28042681;eso;Admitidas;2022-2023;53
28042681;eso;Admitidas;2023-2024;106
28042681;eso;Admitidas;2024-2025;92
28042681;eso;No admitidas;2020-2021;19
28042681;eso;No admitidas;2021-2022;17
28042681;eso;No admitidas;2022-2023;13
28042681;eso;No admitidas;2023-2024;21
28042681;eso;No admitidas;2024-2025;6
28073963;primaria;Presentadas;2020-2021;17
28073963;primaria;Presentadas;2021-2022;33
28073963;primaria;Presentadas;2022-2023;30
28073963;primaria;Presentadas;2023-2024;30
28073963;primaria;Presentadas;2024-2025;16
28073963;primaria;Admitidas;2020-2021;0
28073963;primaria;Admitidas;2021-2022;1
28073963;primaria;Admitidas;2022-2023;7
28073963;primaria;Admitidas;2023-2024;9
28073963;primaria;Admitidas;2024-2025;2
28073963;primaria;No admitidas;2020-2021;17
28073963;primaria;No admitidas;2021-2022;32
28073963;primaria;No admitidas;2022-2023;23
28073963;primaria;No admitidas;2023-2024;21
28073963;primaria;No admitidas;2024-2025;14
28066193;infantil_i_ciclo;Presentadas en el centro;2020-2021;208
28066193;infantil_i_ciclo;Presentadas en el centro;2021-2022;247
28066193;infantil_i_ciclo;Presentadas en el centro;2022-2023;201
28066193;infantil_i_ciclo;Presentadas en el centro;2023-2024;211
28066193;infantil_i_ciclo;Presentadas en el centro;2024-2025;215
28066193;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;165
28066193;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;183
28066193;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;163
28066193;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;167
28066193;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;165
28066193;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28066193;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;4
28066193;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;4
28066193;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;5
28066193;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;4
28066193;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;45
28066193;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;60
28066193;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;34
28066193;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;39
28066193;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;46
28043958;infantil_i_ciclo;Presentadas en el centro;2020-2021;78
28043958;infantil_i_ciclo;Presentadas en el centro;2021-2022;81
28043958;infantil_i_ciclo;Presentadas en el centro;2022-2023;70
28043958;infantil_i_ciclo;Presentadas en el centro;2023-2024;77
28043958;infantil_i_ciclo;Presentadas en el centro;2024-2025;65
28043958;infantil_i_ciclo;Admitidas (presentadas en el centro);2020-2021;64
28043958;infantil_i_ciclo;Admitidas (presentadas en el centro);2021-2022;76
28043958;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;64
28043958;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;74
28043958;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;63
28043958;infantil_i_ciclo;Admitidas (presentadas en otro centro);2020-2021;0
28043958;infantil_i_ciclo;Admitidas (presentadas en otro centro);2021-2022;1
28043958;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;3
28043958;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;1
28043958;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;1
28043958;infantil_i_ciclo;No admitidas (presentadas en el centro);2020-2021;14
28043958;infantil_i_ciclo;No admitidas (presentadas en el centro);2021-2022;4
28043958;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;3
28043958;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;2
28043958;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;1
28042115;eso;Presentadas;2020-2021;81
28042115;eso;Presentadas;2021-2022;79
28042115;eso;Presentadas;2022-2023;89
28042115;eso;Presentadas;2023-2024;94
28042115;eso;Presentadas;2024-2025;99
28042115;eso;Admitidas;2020-2021;75
28042115;eso;Admitidas;2021-2022;60
28042115;eso;Admitidas;2022-2023;70
28042115;eso;Admitidas;2023-2024;71
28042115;eso;Admitidas;2024-2025;72
28042115;eso;No admitidas;2020-2021;6
28042115;eso;No admitidas;2021-2022;19
28042115;eso;No admitidas;2022-2023;19
28042115;eso;No admitidas;2023-2024;23
28042115;eso;No admitidas;2024-2025;27
28024617;infantil_ii_ciclo;Presentadas;2020-2021;41
28024617;infantil_ii_ciclo;Presentadas;2021-2022;49
28024617;infantil_ii_ciclo;Presentadas;2022-2023;51
28024617;infantil_ii_ciclo;Presentadas;2023-2024;36
28024617;infantil_ii_ciclo;Presentadas;2024-2025;36
28024617;infantil_ii_ciclo;Admitidas;2020-2021;40
28024617;infantil_ii_ciclo;Admitidas;2021-2022;47
28024617;infantil_ii_ciclo;Admitidas;2022-2023;42
28024617;infantil_ii_ciclo;Admitidas;2023-2024;30
28024617;infantil_ii_ciclo;Admitidas;2024-2025;34
28024617;infantil_ii_ciclo;No admitidas;2020-2021;1
28024617;infantil_ii_ciclo;No admitidas;2021-2022;2
28024617;infantil_ii_ciclo;No admitidas;2022-2023;9
28024617;infantil_ii_ciclo;No admitidas;2023-2024;6
28024617;infantil_ii_ciclo;No admitidas;2024-2025;2
28030952;eso;Presentadas;2020-2021;58
28030952;eso;Presentadas;2021-2022;43
28030952;eso;Presentadas;2022-2023;58
28030952;eso;Presentadas;2023-2024;66
28030952;eso;Presentadas;2024-2025;24
28030952;eso;Admitidas;2020-2021;52
28030952;eso;Admitidas;2021-2022;34
28030952;eso;Admitidas;2022-2023;53
28030952;eso;Admitidas;2023-2024;57
28030952;eso;Admitidas;2024-2025;23
28030952;eso;No admitidas;2020-2021;6
28030952;eso;No admitidas;2021-2022;9
28030952;eso;No admitidas;2022-2023;5
28030952;eso;No admitidas;2023-2024;9
28030952;eso;No admitidas;2024-2025;1
28076307;eso;Presentadas;2022-2023;5
28076307;eso;Presentadas;2023-2024;3
28076307;eso;Presentadas;2024-2025;3
28076307;eso;Admitidas;2022-2023;5
28076307;eso;Admitidas;2023-2024;1
28076307;eso;Admitidas;2024-2025;0
28076307;eso;No admitidas;2022-2023;0
28076307;eso;No admitidas;2023-2024;2
28076307;eso;No admitidas;2024-2025;3
28066119;infantil_i_ciclo;Presentadas en el centro;2022-2023;61
28066119;infantil_i_ciclo;Presentadas en el centro;2023-2024;66
28066119;infantil_i_ciclo;Presentadas en el centro;2024-2025;47
28066119;infantil_i_ciclo;Admitidas (presentadas en el centro);2022-2023;36
28066119;infantil_i_ciclo;Admitidas (presentadas en el centro);2023-2024;35
28066119;infantil_i_ciclo;Admitidas (presentadas en el centro);2024-2025;33
28066119;infantil_i_ciclo;Admitidas (presentadas en otro centro);2022-2023;0
28066119;infantil_i_ciclo;Admitidas (presentadas en otro centro);2023-2024;2
28066119;infantil_i_ciclo;Admitidas (presentadas en otro centro);2024-2025;1
28066119;infantil_i_ciclo;No admitidas (presentadas en el centro);2022-2023;25
28066119;infantil_i_ciclo;No admitidas (presentadas en el centro);2023-2024;29
28066119;infantil_i_ciclo;No admitidas (presentadas en el centro);2024-2025;13
28004904;primaria;Presentadas;2020-2021;9
28004904;primaria;Presentadas;2021-2022;14
28004904;primaria;Presentadas;2022-2023;14
28004904;primaria;Presentadas;2023-2024;11
28004904;primaria;Presentadas;2024-2025;14
28004904;primaria;Admitidas;2020-2021;9
28004904;primaria;Admitidas;2021-2022;9
28004904;primaria;Admitidas;2022-2023;7
28004904;primaria;Admitidas;2023-2024;6
28004904;primaria;Admitidas;2024-2025;9
28004904;primaria;No admitidas;2020-2021;0
28004904;primaria;No admitidas;2021-2022;5
28004904;primaria;No admitidas;2022-2023;7
28004904;primaria;No admitidas;2023-2024;5
28004904;primaria;No admitidas;2024-2025;5
28028453;bachillerato;Presentadas;2020-2021;45
28028453;bachillerato;Presentadas;2021-2022;42
28028453;bachillerato;Presentadas;2022-2023;62
28028453;bachillerato;Presentadas;2023-2024;65
28028453;bachillerato;Presentadas;2024-2025;70
28028453;bachillerato;Admitidas;2020-2021;33
28028453;bachillerato;Admitidas;2021-2022;22
28028453;bachillerato;Admitidas;2022-2023;36
28028453;bachillerato;Admitidas;2023-2024;28
28028453;bachillerato;Admitidas;2024-2025;21
28028453;bachillerato;No admitidas;2020-2021;12
28028453;bachillerato;No admitidas;2021-2022;20
28028453;bachillerato;No admitidas;2022-2023;26
28028453;bachillerato;No admitidas;2023-2024;37
28028453;bachillerato;No admitidas;2024-2025;49
28019889;eso;Presentadas;2020-2021;104
28019889;eso;Presentadas;2021-2022;100
28019889;eso;Presentadas;2022-2023;143
28019889;eso;Presentadas;2023-2024;133
28019889;eso;Presentadas;2024-2025;103
28019889;eso;Admitidas;2020-2021;94
28019889;eso;Admitidas;2021-2022;76
28019889;eso;Admitidas;2022-2023;87
28019889;eso;Admitidas;2023-2024;91
28019889;eso;Admitidas;2024-2025;71
28019889;eso;No admitidas;2020-2021;10
28019889;eso;No admitidas;2021-2022;24
28019889;eso;No admitidas;2022-2023;56
28019889;eso;No admitidas;2023-2024;42
28019889;eso;No admitidas;2024-2025;32
28024290;eso;Presentadas;2020-2021;173
28024290;eso;Presentadas;2021-2022;160
28024290;eso;Presentadas;2022-2023;137
28024290;eso;Presentadas;2023-2024;153
28024290;eso;Presentadas;2024-2025;131
28024290;eso;Admitidas;2020-2021;143
28024290;eso;Admitidas;2021-2022;135
28024290;eso;Admitidas;2022-2023;117
28024290;eso;Admitidas;2023-2024;124
28024290;eso;Admitidas;2024-2025;121
28024290;eso;No admitidas;2020-2021;30
28024290;eso;No admitidas;2021-2022;25
28024290;eso;No admitidas;2022-2023;20
28024290;eso;No admitidas;2023-2024;29
28024290;eso;No admitidas;2024-2025;10
28038288;infantil_ii_ciclo;Presentadas;2020-2021;44
28038288;infantil_ii_ciclo;Presentadas;2021-2022;49
28038288;infantil_ii_ciclo;Presentadas;2022-2023;46
28038288;infantil_ii_ciclo;Presentadas;2023-2024;28
28038288;infantil_ii_ciclo;Presentadas;2024-2025;33
28038288;infantil_ii_ciclo;Admitidas;2020-2021;43
