id;clave;address;id_municipality;name_short;utm_x;utm_y;name_large;description_short;description_large;tag;url;municipality_name;id_vial;latitude;longitude
28029238;CEIP;Calle Felipe de Diego, 6;28079;Palomeras Bajas;443902;4470050;Colegio Infantil y Primaria CEIP Palomeras Bajas. Calle Felipe de Diego, 6. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Palomeras Bajas;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029238;Madrid;07911221;-3.660862597363022;40.37914874468841
28029241;CEE;Avda Mediterráneo, km. 7 (Avda del Campus Sur);28079;Vallecas;446399;4471054;Centro de Educación Especial CEE Vallecas. Avda Mediterráneo, km. 7 (Avda del Campus Sur). Madrid;CP EE;Centro de Educación Especial;CEE Vallecas;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029241;Madrid;079C0640;-3.6315328818313293;40.38835778883415
28029512;CEIP;Calle Salcillo, 4;28092;Salzillo - Valle Inclán;426664;4465256;Colegio Infantil y Primaria CEIP Salzillo - Valle Inclán. Calle Salcillo, 4. Móstoles;CP INF-PRI;Colegio Infantil y Primaria;CEIP Salzillo - Valle Inclán;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029512;Móstoles;092A0337;-3.8633645481630605;40.334624645767036
28029597;CEIP;Calle Santiago Rusiñol, 7;28013;San Fernando;447819;4431328;Colegio Infantil y Primaria CEIP San Fernando. Calle Santiago Rusiñol, 7. Aranjuez;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Fernando;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029597;Aranjuez;013A0271;-3.611577888325879;40.03055804598197
28029603;CEIP;Plaza Paloma, 11;28013;Santa Teresa de Jesús;447431;4430989;Colegio Infantil y Primaria CEIP Santa Teresa de Jesús. Plaza Paloma, 11. Aranjuez;CP INF-PRI;Colegio Infantil y Primaria;CEIP Santa Teresa de Jesús;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029603;Aranjuez;013A0191;-3.6160976460280443;40.027479826017746
28029615;CEIP;Calle Suiza, 24;28058;Miguel Hernández;431716;4459662;Colegio Infantil y Primaria CEIP Miguel Hernández. Calle Suiza, 24. Fuenlabrada;CP INF-PRI;Colegio Infantil y Primaria;CEIP Miguel Hernández;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029615;Fuenlabrada;058A0459;-3.803297189865202;40.28466009239555
28029652;CEIP;Calle Alemania, 18;28058;Francisco de Quevedo;431285;4459871;Colegio Infantil y Primaria CEIP Francisco de Quevedo. Calle Alemania, 18. Fuenlabrada;CP INF-PRI;Colegio Infantil y Primaria;CEIP Francisco de Quevedo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029652;Fuenlabrada;058A0016;-3.8083894538258143;40.28650754966042
28029664;CEE;Calle Saldaña, 30;28079;Inmaculada Concepción;438378;4471300;Centro de Educación Especial CEE Inmaculada Concepción. Calle Saldaña, 30. Madrid;CP EE;Centro de Educación Especial;CEE Inmaculada Concepción;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029664;Madrid;07905329;-3.7260542598697493;40.39001916871303
28029691;CEIP;Calle Francisco de Goya, 3;28084;Miguel de Cervantes;459214;4471430;Colegio Infantil y Primaria CEIP Miguel de Cervantes. Calle Francisco de Goya, 3. Mejorada del Campo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Miguel de Cervantes;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029691;Mejorada del Campo;08400049;-3.48057504536547;40.39247112807079
28029901;CEIP;Avda España, 16;28049;Gonzalo de Berceo;452091;4474684;Colegio Infantil y Primaria CEIP Gonzalo de Berceo. Avda España, 16. Coslada;CP INF-PRI;Colegio Infantil y Primaria;CEIP Gonzalo de Berceo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029901;Coslada;049A0101;-3.564745628247969;40.42140628470559
28029913;CEIP;Avda España, 144;28049;Menéndez Pidal;453294;4474685;Colegio Infantil y Primaria CEIP Menéndez Pidal. Avda España, 144. Coslada;CP INF-PRI;Colegio Infantil y Primaria;CEIP Menéndez Pidal;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029913;Coslada;049A0101;-3.5505655088666805;40.42148368964034
28029937;CEIP;Calle Cañada Real de Toledo, 24;28113;Buenos Aires;440372;4454173;Colegio Infantil y Primaria CEIP Buenos Aires. Calle Cañada Real de Toledo, 24. Pinto;CP INF-PRI;Colegio Infantil y Primaria;CEIP Buenos Aires;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029937;Pinto;113A0052;-3.700964681759743;40.235873362428244
28030101;CEPA;Calle Guadalajara, 3;28065;Casa de la Cultura;437768;4461961;Centro Educación de Adultos CEPA Casa de la Cultura. Calle Guadalajara, 3. Getafe;CEPA;Centro Educación de Adultos;CEPA Casa de la Cultura;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030101;Getafe;065A0357;-3.7323304210068264;40.30584323933569
28030113;CEPA;Calle Corregidor Alonso de Tobar, 7;28079;Cultural Moratalaz;444874;4472815;Centro Educación de Adultos CEPA Cultural Moratalaz. Calle Corregidor Alonso de Tobar, 7. Madrid;CEPA;Centro Educación de Adultos;CEPA Cultural Moratalaz;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030113;Madrid;07900600;-3.649651979476239;40.40412242177905
28030125;CEPA;Calle Ocaña, 35 B;28079;Aluche;435923;4470762;Centro Educación de Adultos CEPA Aluche. Calle Ocaña, 35 B. Madrid;CEPA;Centro Educación de Adultos;CEPA Aluche;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030125;Madrid;07908809;-3.7549235688291467;40.38498741542669
28030137;IES;Calle Fortuny, 24;28079;Fortuny;441483;4476130;Instituto de Educación Secundaria IES Fortuny. Calle Fortuny, 24. Madrid;IES;Instituto de Educación Secundaria;IES Fortuny;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030137;Madrid;07902251;-3.6899167575329677;40.43375415832475
28030149;IES;Calle Valdesangil, 25;28079;Ciudad de los Poetas;439144;4479918;Instituto de Educación Secundaria IES Ciudad de los Poetas. Calle Valdesangil, 25. Madrid;IES;Instituto de Educación Secundaria;IES Ciudad de los Poetas;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030149;Madrid;07910388;-3.717854631667648;40.46771009202047
28030150;IES;Avda Manoteras, 55;28079;Ramón y Cajal;444059;4482067;Instituto de Educación Secundaria IES Ramón y Cajal. Avda Manoteras, 55. Madrid;IES;Instituto de Educación Secundaria;IES Ramón y Cajal;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030150;Madrid;07910535;-3.660070896577847;40.48741478223427
28030162;IES;Calle Villaescusa, 17;28079;Miguel Delibes;446432;4474808;Instituto de Educación Secundaria IES Miguel Delibes. Calle Villaescusa, 17. Madrid;IES;Instituto de Educación Secundaria;IES Miguel Delibes;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030162;Madrid;07906377;-3.631460057100141;40.42217827895123
28030174;IES;Calle Huerta de Villaverde, 15;28079;Celestino Mutis;439450;4466651;Instituto de Educación Secundaria IES Celestino Mutis. Calle Huerta de Villaverde, 15. Madrid;IES;Instituto de Educación Secundaria;IES Celestino Mutis;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030174;Madrid;07911225;-3.7129829871456637;40.34821713815172
28030186;IES;Calle Alfredo Marquerie, 21;28079;Dámaso Alonso;440628;4482067;Instituto de Educación Secundaria IES Dámaso Alonso. Calle Alfredo Marquerie, 21. Madrid;IES;Instituto de Educación Secundaria;IES Dámaso Alonso;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030186;Madrid;07910814;-3.7005518890934854;40.48717649215448
28030198;CEIP;Calle Fermín Caballero, 68;28079;Cardenal Herrera Oria;439705;4481573;Colegio Infantil y Primaria CEIP Cardenal Herrera Oria. Calle Fermín Caballero, 68. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Cardenal Herrera Oria;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030198;Madrid;07910346;-3.711394925382735;40.48265984315935
28030204;CEPA;Calle Camino de Humanes, 63;28092;Agustina de Aragón;427302;4462701;Centro Educación de Adultos CEPA Agustina de Aragón. Calle Camino de Humanes, 63. Móstoles;CEPA;Centro Educación de Adultos;CEPA Agustina de Aragón;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030204;Móstoles;092A0057;-3.8555637075208247;40.311664275389774
28030216;IES;Avda Juan Carlos I, 19;28106;Humanejos;434640;4453265;Instituto de Educación Secundaria IES Humanejos. Avda Juan Carlos I, 19. Parla;IES;Instituto de Educación Secundaria;IES Humanejos;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030216;Parla;10600720;-3.768250031133084;40.22726582618557
28030228;IES;Calle San Fernando, 4;28148;León Felipe;458645;4479126;Instituto de Educación Secundaria IES León Felipe. Calle San Fernando, 4. Torrejón de Ardoz;IES;Instituto de Educación Secundaria;IES León Felipe;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030228;Torrejón de Ardoz;14801514;-3.487779875227713;40.461774866891766
28030241;IES;Avda Pablo Iglesias, 3;28007;Prado de Santo Domingo;428582;4465880;Instituto de Educación Secundaria IES Prado de Santo Domingo. Avda Pablo Iglesias, 3. Alcorcón;IES;Instituto de Educación Secundaria;IES Prado de Santo Domingo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030241;Alcorcón;00701854;-3.840856579127667;40.34041214995719
28030344;CEIP;Avda Ejército, 5;28005;Manuel Azaña;468038;4481009;Colegio Infantil y Primaria CEIP Manuel Azaña. Avda Ejército, 5. Alcalá de Henares;CP INF-PRI;Colegio Infantil y Primaria;CEIP Manuel Azaña;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030344;Alcalá de Henares;005A0377;-3.37708745866749;40.47915299010996
28030368;CEIP;Calle Río Guadarrama, 1;28005;Iplacea;469235;4480529;Colegio Infantil y Primaria CEIP Iplacea. Calle Río Guadarrama, 1. Alcalá de Henares;CP INF-PRI;Colegio Infantil y Primaria;CEIP Iplacea;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030368;Alcalá de Henares;005A0617;-3.3629422485741443;40.47487393980063
28030371;CEIP;Calle Isla de Sálvora, 155;28047;Maríano Benlliure;413845;4497333;Colegio Infantil y Primaria CEIP Maríano Benlliure. Calle Isla de Sálvora, 155. Collado Villalba;CP INF-PRI;Colegio Infantil y Primaria;CEIP Maríano Benlliure;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030371;Collado Villalba;047A0151;-4.018616281486465;40.62233783132744
28030381;CEIP;Avda Reina Sofía, 42;28074;Antonio Machado;436803;4466030;Colegio Infantil y Primaria CEIP Antonio Machado. Avda Reina Sofía, 42. Leganés;CP INF-PRI;Colegio Infantil y Primaria;CEIP Antonio Machado;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030381;Leganés;074A0368;-3.744087790544091;40.342426535316086
28030393;CEIP;Calle Dinamarca, 11;28074;Federico García Lorca;436915;4465729;Colegio Infantil y Primaria CEIP Federico García Lorca. Calle Dinamarca, 11. Leganés;CP INF-PRI;Colegio Infantil y Primaria;CEIP Federico García Lorca;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030393;Leganés;074A0122;-3.742739457330037;40.33972344854132
28030401;CEIP;Calle Parque de La Paloma, 9;28079;Pradolongo;439187;4470075;Colegio Infantil y Primaria CEIP Pradolongo. Calle Parque de La Paloma, 9. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Pradolongo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030401;Madrid;07904510;-3.716406093043898;40.379043213674315
28030411;CEIP;Calle Forges, 15B;28079;Vicálvaro;448959;4472896;Colegio Infantil y Primaria CEIP Vicálvaro. Calle Forges, 15B. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Vicálvaro;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030411;Madrid;07908922;-3.6015199542845555;40.40511257394527
28030435;CEIP;Avda Valencia, 5;28134;San Sebastián;446613;4489680;Colegio Infantil y Primaria CEIP San Sebastián. Avda Valencia, 5. San Sebastián de los Reyes;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Sebastián;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030435;San Sebastián de los Reyes;13401403;-3.6305793099833563;40.55616422420625
28030447;CEIP;Calle Barberán y Collar, 21;28005;Ciudad del Aire;470841;4483252;Colegio Infantil y Primaria CEIP Ciudad del Aire. Calle Barberán y Collar, 21. Alcalá de Henares;CP INF-PRI;Colegio Infantil y Primaria;CEIP Ciudad del Aire;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030447;Alcalá de Henares;005A0079;-3.3441214755960633;40.49946305750101
28030472;CEIP;Calle Sorzano, 1;28079;San Juan Bautista;444107;4478049;Colegio Infantil y Primaria CEIP San Juan Bautista. Calle Sorzano, 1. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP San Juan Bautista;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030472;Madrid;07905911;-3.6591505661126194;40.45122197384782
28030575;IES;Calle Somontín, 59;28079;Arturo Soria;444036;4480993;Instituto de Educación Secundaria IES Arturo Soria. Calle Somontín, 59. Madrid;IES;Instituto de Educación Secundaria;IES Arturo Soria;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030575;Madrid;07905900;-3.6602474611178195;40.47773815697772
28030824;CEIP;Calle Constitución, 127;28006;Valdepalitos;445257;4488822;Colegio Infantil y Primaria CEIP Valdepalitos. Calle Constitución, 127. Alcobendas;CP INF-PRI;Colegio Infantil y Primaria;CEIP Valdepalitos;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030824;Alcobendas;006A0078;-3.6465203708737515;40.5483465220243
28030836;CEIP;Calle Olímpico Francisco Fernández Ochoa, 6;28007;Federico García Lorca;430385;4465772;Colegio Infantil y Primaria CEIP Federico García Lorca. Calle Olímpico Francisco Fernández Ochoa, 6. Alcorcón;CP INF-PRI;Colegio Infantil y Primaria;CEIP Federico García Lorca;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030836;Alcorcón;00702380;-3.819618846000608;40.339591610813336
28030848;CEIP;Avda Niño Jesus, 1;28014;Federico García Lorca;459399;4462898;Colegio Infantil y Primaria CEIP Federico García Lorca. Avda Niño Jesus, 1. Arganda del Rey;CP INF-PRI;Colegio Infantil y Primaria;CEIP Federico García Lorca;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030848;Arganda del Rey;014A0276;-3.4778523992446972;40.31561592559855
28030903;IES;Avda Ejército,89;28005;Mateo Alemán;467591;4480919;Instituto de Educación Secundaria IES Mateo Alemán. Avda Ejército,89. Alcalá de Henares;IES;Instituto de Educación Secundaria;IES Mateo Alemán;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030903;Alcalá de Henares;005A0232;-3.38235645103075;40.47832486761048
28030915;IES;Avda Retamas, 2;28007;Galileo Galilei;428726;4465829;Instituto de Educación Secundaria IES Galileo Galilei. Avda Retamas, 2. Alcorcón;IES;Instituto de Educación Secundaria;IES Galileo Galilei;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030915;Alcorcón;00702573;-3.839155641178028;40.33996503829744
28030927;IES;Calle Maqueda, 130;28079;Blas de Otero;435283;4471219;Instituto de Educación Secundaria IES Blas de Otero. Calle Maqueda, 130. Madrid;IES;Instituto de Educación Secundaria;IES Blas de Otero;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030927;Madrid;07908674;-3.762509529671727;40.389054786512744
28030939;IES;Calle Beneficencia, 4;28079;San Mateo;440628;4475241;Instituto de Educación Secundaria IES San Mateo. Calle Beneficencia, 4. Madrid;IES;Instituto de Educación Secundaria;IES San Mateo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030939;Madrid;07900796;-3.6999134858824085;40.42568504504351
28030952;IES;Calle Alcalde Garrido Juaristi, 6;28079;Mariana Pineda;444370;4473880;Instituto de Educación Secundaria IES Mariana Pineda. Calle Alcalde Garrido Juaristi, 6. Madrid;IES;Instituto de Educación Secundaria;IES Mariana Pineda;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030952;Madrid;07911184;-3.655684284809044;40.41368302991712
28030964;IES;Calle Antonio Folgueras, 27;28079;Vallecas - Magerit;443906;4471148;Instituto de Educación Secundaria IES Vallecas - Magerit. Calle Antonio Folgueras, 27. Madrid;IES;Instituto de Educación Secundaria;IES Vallecas - Magerit;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030964;Madrid;07900446;-3.6609121485897433;40.389040459696695
28030976;IES;Calle Carlos II, 1;28079;Las Musas;448419;4475449;Instituto de Educación Secundaria IES Las Musas. Calle Carlos II, 1. Madrid;IES;Instituto de Educación Secundaria;IES Las Musas;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030976;Madrid;07945316;-3.60809056035757;40.42807836203981
28030991;IES;Calle Villaescusa, 19;28079;Barrio de Bilbao;446502;4474699;Instituto de Educación Secundaria IES Barrio de Bilbao. Calle Villaescusa, 19. Madrid;CP IFP;Instituto de Educación Secundaria;IES Barrio de Bilbao;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030991;Madrid;07906377;-3.630625774175066;40.42120084546531
28031002;IES;Calle General Romero Basart, 90;28079;Leonardo Da Vinci;435110;4469967;Instituto de Educación Secundaria IES Leonardo Da Vinci. Calle General Romero Basart, 90. Madrid;IES;Instituto de Educación Secundaria;IES Leonardo Da Vinci;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031002;Madrid;07907659;-3.764420172838972;40.37776281092705
28031014;IES;Calle Corregidor Diego de Valderrábano, 35;28079;Moratalaz;444129;4473786;Instituto de Educación Secundaria IES Moratalaz. Calle Corregidor Diego de Valderrábano, 35. Madrid;IES;Instituto de Educación Secundaria;IES Moratalaz;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031014;Madrid;07908943;-3.6585164042423712;40.41282008228095
28031026;CEIP;Calle Doctor Marañón, 7;28014;Miguel Hernández;462771;4461592;Colegio Infantil y Primaria CEIP Miguel Hernández. Calle Doctor Marañón, 7. Arganda del Rey;CP INF-PRI;Colegio Infantil y Primaria;CEIP Miguel Hernández;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031026;Arganda del Rey;014A0114;-3.438090852172894;40.30400721885141
28031038;CEIP;Calle Yugoslavia, 10;28074;Luis de Góngora;437044;4465256;Colegio Infantil y Primaria CEIP Luis de Góngora. Calle Yugoslavia, 10. Leganés;CP INF-PRI;Colegio Infantil y Primaria;CEIP Luis de Góngora;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031038;Leganés;074A0522;-3.741174150363424;40.335472160535765
28031041;CEIP;Paseo Ermita, 19;28074;Gerardo Diego;434939;4465839;Colegio Infantil y Primaria CEIP Gerardo Diego. Paseo Ermita, 19. Leganés;CP INF-PRI;Colegio Infantil y Primaria;CEIP Gerardo Diego;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031041;Leganés;074A0207;-3.7660134183097465;40.34056265938987
28031051;CEIP;Calle Fragata, 33;28079;Miguel Servet;437444;4471737;Colegio Infantil y Primaria CEIP Miguel Servet. Calle Fragata, 33. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Miguel Servet;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031051;Madrid;07902256;-3.737101075788658;40.393886242189886
28031063;CEIP;Calle Ginzo de Limia, 2 A;28079;Breogán;440472;4480785;Colegio Infantil y Primaria CEIP Breogán. Calle Ginzo de Limia, 2 A. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Breogán;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031063;Madrid;07909113;-3.7022720940927574;40.475616586673084
28031075;CEIP;Avda Manoteras, 41;28079;Virgen del Cortijo;443733;4482148;Colegio Infantil y Primaria CEIP Virgen del Cortijo. Avda Manoteras, 41. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Virgen del Cortijo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031075;Madrid;07910535;-3.6639244510746685;40.48812243363957
28031087;CEIP;Calle Juan Esplandiu, 2-A;28079;Ciudad de Roma;443541;4474078;Colegio Infantil y Primaria CEIP Ciudad de Roma. Calle Juan Esplandiu, 2-A. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Ciudad de Roma;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031087;Madrid;07910840;-3.6654722646496514;40.415410900613495
28031099;CEIP;Calle Maqueda, 130;28079;La Latina;435280;4471172;Colegio Infantil y Primaria CEIP La Latina. Calle Maqueda, 130. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP La Latina;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031099;Madrid;07908674;-3.762540097941139;40.3886311588211
28031130;CEIP;Calle Pintor Velázquez, 20;28092;Blas de Otero;425757;4464853;Colegio Infantil y Primaria CEIP Blas de Otero. Calle Pintor Velázquez, 20. Móstoles;CP INF-PRI;Colegio Infantil y Primaria;CEIP Blas de Otero;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031130;Móstoles;092A0294;-3.8739944004552833;40.33091414130904
28031142;CEIP;Avda Italia, 1;28115;Pinar Prados de Torrejón;432433;4478042;Colegio Infantil y Primaria CEIP Pinar Prados de Torrejón. Avda Italia, 1. Pozuelo de Alarcón;CP INF-PRI;Colegio Infantil y Primaria;CEIP Pinar Prados de Torrejón;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031142;Pozuelo de Alarcón;115A0370;-3.796810685517666;40.45029196568362
28031166;CEIP;Avda Valencia, 7;28134;León Felipe;446644;4489854;Colegio Infantil y Primaria CEIP León Felipe. Avda Valencia, 7. San Sebastián de los Reyes;CP INF-PRI;Colegio Infantil y Primaria;CEIP León Felipe;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031166;San Sebastián de los Reyes;13401403;-3.630227873664734;40.55773368135178
28031211;CEIP;Avda Andalucía, 55;28045;Fuentesanta;434128;4502587;Colegio Infantil y Primaria CEIP Fuentesanta. Avda Andalucía, 55. Colmenar Viejo;CP INF-PRI;Colegio Infantil y Primaria;CEIP Fuentesanta;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031211;Colmenar Viejo;045A0019;-3.7793837666886008;40.67153168373078
28031233;CEIP;Calle Las Panaderas, 18;28058;Aula 3;432083;4458934;Colegio Infantil y Primaria CEIP Aula 3. Calle Las Panaderas, 18. Fuenlabrada;CP INF-PRI;Colegio Infantil y Primaria;CEIP Aula 3;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031233;Fuenlabrada;058A0314;-3.7989029727483845;40.27813180681874
28031348;CEIP;Calle Longares, 11;28079;Maríano José de Larra;448354;4475734;Colegio Infantil y Primaria CEIP Maríano José de Larra. Calle Longares, 11. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Maríano José de Larra;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031348;Madrid;07910575;-3.608879961921306;40.43064178666212
28031351;CEIP;Calle Ángel Luis de La Herrán, 35;28079;Pablo Picasso;445159;4480229;Colegio Infantil y Primaria CEIP Pablo Picasso. Calle Ángel Luis de La Herrán, 35. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Pablo Picasso;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031351;Madrid;07906595;-3.6469333744034973;40.470930593941276
28031415;CEIP;Avda Sauces, 53;28092;Celso Emilio Ferreiro;420859;4462301;Colegio Infantil y Primaria CEIP Celso Emilio Ferreiro. Avda Sauces, 53. Móstoles;CP INF-PRI;Colegio Infantil y Primaria;CEIP Celso Emilio Ferreiro;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031415;Móstoles;092A0348;-3.9313310834658153;40.30747544517173
28031440;CEIP;Calle San Vidal, 8;28005;Francisco de Quevedo;468333;4480362;Colegio Infantil y Primaria CEIP Francisco de Quevedo. Calle San Vidal, 8. Alcalá de Henares;CP INF-PRI;Colegio Infantil y Primaria;CEIP Francisco de Quevedo;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031440;Alcalá de Henares;005A0680;-3.373574814093025;40.473335555294106
28031464;CEIP;Calle Moraña, 27;28074;José María de Pereda;436023;4464825;Colegio Infantil y Primaria CEIP José María de Pereda. Calle Moraña, 27. Leganés;CP INF-PRI;Colegio Infantil y Primaria;CEIP José María de Pereda;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031464;Leganés;074A0403;-3.7531501274369403;40.33151185560557
28031488;CEIP;Avda Abrantes, 79;28079;Julian Besteiro;438221;4470236;Colegio Infantil y Primaria CEIP Julian Besteiro. Avda Abrantes, 79. Madrid;CP INF-PRI;Colegio Infantil y Primaria;CEIP Julian Besteiro;https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28031488;Madrid;07900017;-3.7278007773027957;40.38042252452038
