hospital_name;year;type_activity;total
hospital_universitario_principe_de_asturias;2013;Estancia media global;7.03
hospital_universitario_principe_de_asturias;2014;Estancia media global;6.82
hospital_universitario_principe_de_asturias;2015;Estancia media global;6.83
hospital_universitario_principe_de_asturias;2016;Estancia media global;6.72
hospital_universitario_principe_de_asturias;2017;Estancia media global;6.63
hospital_universitario_principe_de_asturias;2018;Estancia media global;6.3
hospital_universitario_principe_de_asturias;2019;Estancia media global;6.28
hospital_universitario_principe_de_asturias;2020;Estancia media global;6.74
hospital_universitario_principe_de_asturias;2021;Estancia media global;6.91
hospital_universitario_principe_de_asturias;2022;Estancia media global;6.33
hospital_universitario_principe_de_asturias;2012;Total ingresos;19165.0
hospital_universitario_principe_de_asturias;2013;Total ingresos;17733.0
hospital_universitario_principe_de_asturias;2014;Total ingresos;17944.0
hospital_universitario_principe_de_asturias;2015;Total ingresos;17744.0
hospital_universitario_principe_de_asturias;2016;Total ingresos;18068.0
hospital_universitario_principe_de_asturias;2017;Total ingresos;17917.0
hospital_universitario_principe_de_asturias;2018;Total ingresos;18213.0
hospital_universitario_principe_de_asturias;2019;Total ingresos;18221.0
hospital_universitario_principe_de_asturias;2020;Total ingresos;16602.0
hospital_universitario_principe_de_asturias;2021;Total ingresos;17456.0
hospital_universitario_principe_de_asturias;2022;Total ingresos;18507.0
hospital_universitario_principe_de_asturias;2012;Ingresos urgentes;13334.0
hospital_universitario_principe_de_asturias;2013;Ingresos urgentes;12530.0
hospital_universitario_principe_de_asturias;2014;Ingresos urgentes;12901.0
hospital_universitario_principe_de_asturias;2015;Ingresos urgentes;12886.0
hospital_universitario_principe_de_asturias;2016;Ingresos urgentes;12920.0
hospital_universitario_principe_de_asturias;2017;Ingresos urgentes;12705.0
hospital_universitario_principe_de_asturias;2018;Ingresos urgentes;12426.0
hospital_universitario_principe_de_asturias;2019;Ingresos urgentes;12404.0
hospital_universitario_principe_de_asturias;2020;Ingresos urgentes;12274.0
hospital_universitario_principe_de_asturias;2021;Ingresos urgentes;12204.0
hospital_universitario_principe_de_asturias;2022;Ingresos urgentes;13043.0
hospital_universitario_principe_de_asturias;2012;Ingresos programados;5831.0
hospital_universitario_principe_de_asturias;2013;Ingresos programados;5203.0
hospital_universitario_principe_de_asturias;2014;Ingresos programados;5043.0
hospital_universitario_principe_de_asturias;2015;Ingresos programados;4858.0
hospital_universitario_principe_de_asturias;2016;Ingresos programados;5148.0
hospital_universitario_principe_de_asturias;2017;Ingresos programados;5212.0
hospital_universitario_principe_de_asturias;2018;Ingresos programados;5787.0
hospital_universitario_principe_de_asturias;2019;Ingresos programados;5817.0
hospital_universitario_principe_de_asturias;2020;Ingresos programados;4328.0
hospital_universitario_principe_de_asturias;2021;Ingresos programados;5252.0
hospital_universitario_principe_de_asturias;2022;Ingresos programados;5464.0
hospital_universitario_principe_de_asturias;2012;Urgencias totales;113954.0
hospital_universitario_principe_de_asturias;2013;Urgencias totales;118850.0
hospital_universitario_principe_de_asturias;2014;Urgencias totales;124055.0
hospital_universitario_principe_de_asturias;2015;Urgencias totales;132068.0
hospital_universitario_principe_de_asturias;2016;Urgencias totales;141888.0
hospital_universitario_principe_de_asturias;2017;Urgencias totales;144288.0
hospital_universitario_principe_de_asturias;2018;Urgencias totales;144970.0
hospital_universitario_principe_de_asturias;2019;Urgencias totales;149584.0
hospital_universitario_principe_de_asturias;2020;Urgencias totales;112099.0
hospital_universitario_principe_de_asturias;2021;Urgencias totales;139542.0
hospital_universitario_principe_de_asturias;2022;Urgencias totales;160934.0
hospital_universitario_de_torrejon;2012;Estancia media global;4.16
hospital_universitario_de_torrejon;2013;Estancia media global;4.46
hospital_universitario_de_torrejon;2014;Estancia media global;3.98
hospital_universitario_de_torrejon;2015;Estancia media global;4.21
hospital_universitario_de_torrejon;2016;Estancia media global;4.27
hospital_universitario_de_torrejon;2017;Estancia media global;4.27
hospital_universitario_de_torrejon;2018;Estancia media global;4.3
hospital_universitario_de_torrejon;2019;Estancia media global;4.27
hospital_universitario_de_torrejon;2020;Estancia media global;5.15
hospital_universitario_de_torrejon;2021;Estancia media global;4.74
hospital_universitario_de_torrejon;2022;Estancia media global;4.63
hospital_universitario_de_torrejon;2012;Total ingresos;10822.0
hospital_universitario_de_torrejon;2013;Total ingresos;12694.0
hospital_universitario_de_torrejon;2014;Total ingresos;14576.0
hospital_universitario_de_torrejon;2015;Total ingresos;12306.0
hospital_universitario_de_torrejon;2016;Total ingresos;12141.0
hospital_universitario_de_torrejon;2017;Total ingresos;12242.0
hospital_universitario_de_torrejon;2018;Total ingresos;11998.0
hospital_universitario_de_torrejon;2019;Total ingresos;11164.0
hospital_universitario_de_torrejon;2020;Total ingresos;10328.0
hospital_universitario_de_torrejon;2021;Total ingresos;11778.0
hospital_universitario_de_torrejon;2022;Total ingresos;12626.0
hospital_universitario_de_torrejon;2012;Ingresos urgentes;8171.0
hospital_universitario_de_torrejon;2013;Ingresos urgentes;9028.0
hospital_universitario_de_torrejon;2014;Ingresos urgentes;10087.0
hospital_universitario_de_torrejon;2015;Ingresos urgentes;8400.0
hospital_universitario_de_torrejon;2016;Ingresos urgentes;8574.0
hospital_universitario_de_torrejon;2017;Ingresos urgentes;8697.0
hospital_universitario_de_torrejon;2018;Ingresos urgentes;8558.0
hospital_universitario_de_torrejon;2019;Ingresos urgentes;7876.0
hospital_universitario_de_torrejon;2020;Ingresos urgentes;8254.0
hospital_universitario_de_torrejon;2021;Ingresos urgentes;9526.0
hospital_universitario_de_torrejon;2022;Ingresos urgentes;9689.0
hospital_universitario_de_torrejon;2012;Ingresos programados;2651.0
hospital_universitario_de_torrejon;2013;Ingresos programados;3666.0
hospital_universitario_de_torrejon;2014;Ingresos programados;4489.0
hospital_universitario_de_torrejon;2015;Ingresos programados;3906.0
hospital_universitario_de_torrejon;2016;Ingresos programados;3567.0
hospital_universitario_de_torrejon;2017;Ingresos programados;3545.0
hospital_universitario_de_torrejon;2018;Ingresos programados;3440.0
hospital_universitario_de_torrejon;2019;Ingresos programados;3288.0
hospital_universitario_de_torrejon;2020;Ingresos programados;2074.0
hospital_universitario_de_torrejon;2021;Ingresos programados;2252.0
hospital_universitario_de_torrejon;2022;Ingresos programados;2937.0
hospital_universitario_de_torrejon;2012;Urgencias totales;89892.0
hospital_universitario_de_torrejon;2013;Urgencias totales;96942.0
hospital_universitario_de_torrejon;2014;Urgencias totales;104524.0
hospital_universitario_de_torrejon;2015;Urgencias totales;102365.0
hospital_universitario_de_torrejon;2016;Urgencias totales;104870.0
hospital_universitario_de_torrejon;2017;Urgencias totales;105171.0
hospital_universitario_de_torrejon;2018;Urgencias totales;109665.0
hospital_universitario_de_torrejon;2019;Urgencias totales;112045.0
hospital_universitario_de_torrejon;2020;Urgencias totales;72629.0
hospital_universitario_de_torrejon;2021;Urgencias totales;110758.0
hospital_universitario_de_torrejon;2022;Urgencias totales;125414.0
hospital_general_de_villalba;2015;Estancia media global;4.94
hospital_general_de_villalba;2016;Estancia media global;5.15
hospital_general_de_villalba;2017;Estancia media global;5.43
hospital_general_de_villalba;2018;Estancia media global;5.65
hospital_general_de_villalba;2019;Estancia media global;5.38
hospital_general_de_villalba;2020;Estancia media global;5.63
hospital_general_de_villalba;2021;Estancia media global;5.01
hospital_general_de_villalba;2022;Estancia media global;4.58
hospital_general_de_villalba;2015;Total ingresos;7382.0
hospital_general_de_villalba;2016;Total ingresos;8810.0
hospital_general_de_villalba;2017;Total ingresos;8963.0
hospital_general_de_villalba;2018;Total ingresos;9623.0
hospital_general_de_villalba;2019;Total ingresos;10176.0
hospital_general_de_villalba;2020;Total ingresos;9640.0
hospital_general_de_villalba;2021;Total ingresos;8999.0
hospital_general_de_villalba;2022;Total ingresos;11027.0
hospital_general_de_villalba;2015;Ingresos urgentes;6089.0
hospital_general_de_villalba;2016;Ingresos urgentes;6729.0
hospital_general_de_villalba;2017;Ingresos urgentes;6733.0
hospital_general_de_villalba;2018;Ingresos urgentes;7195.0
hospital_general_de_villalba;2019;Ingresos urgentes;7804.0
hospital_general_de_villalba;2020;Ingresos urgentes;7308.0
hospital_general_de_villalba;2021;Ingresos urgentes;6660.0
hospital_general_de_villalba;2022;Ingresos urgentes;8345.0
hospital_general_de_villalba;2015;Ingresos programados;1293.0
hospital_general_de_villalba;2016;Ingresos programados;2081.0
hospital_general_de_villalba;2017;Ingresos programados;2230.0
hospital_general_de_villalba;2018;Ingresos programados;2428.0
hospital_general_de_villalba;2019;Ingresos programados;2372.0
hospital_general_de_villalba;2020;Ingresos programados;2332.0
hospital_general_de_villalba;2021;Ingresos programados;2339.0
hospital_general_de_villalba;2022;Ingresos programados;2682.0
hospital_general_de_villalba;2015;Urgencias totales;76980.0
hospital_general_de_villalba;2016;Urgencias totales;92440.0
hospital_general_de_villalba;2017;Urgencias totales;100769.0
hospital_general_de_villalba;2018;Urgencias totales;101034.0
hospital_general_de_villalba;2019;Urgencias totales;105386.0
hospital_general_de_villalba;2020;Urgencias totales;85666.0
hospital_general_de_villalba;2021;Urgencias totales;114591.0
hospital_general_de_villalba;2022;Urgencias totales;135994.0
hospital_universitario_de_mostoles;2012;Estancia media global;6.76
hospital_universitario_de_mostoles;2013;Estancia media global;6.76
hospital_universitario_de_mostoles;2014;Estancia media global;6.53
hospital_universitario_de_mostoles;2015;Estancia media global;6.69
hospital_universitario_de_mostoles;2016;Estancia media global;6.57
hospital_universitario_de_mostoles;2017;Estancia media global;6.72
hospital_universitario_de_mostoles;2018;Estancia media global;6.6
hospital_universitario_de_mostoles;2019;Estancia media global;6.42
hospital_universitario_de_mostoles;2020;Estancia media global;6.9
hospital_universitario_de_mostoles;2021;Estancia media global;6.65
hospital_universitario_de_mostoles;2022;Estancia media global;6.37
hospital_universitario_de_mostoles;2012;Total ingresos;15569.0
hospital_universitario_de_mostoles;2013;Total ingresos;14020.0
hospital_universitario_de_mostoles;2014;Total ingresos;13292.0
hospital_universitario_de_mostoles;2015;Total ingresos;13391.0
hospital_universitario_de_mostoles;2016;Total ingresos;13072.0
hospital_universitario_de_mostoles;2017;Total ingresos;12693.0
hospital_universitario_de_mostoles;2018;Total ingresos;12225.0
hospital_universitario_de_mostoles;2019;Total ingresos;13049.0
hospital_universitario_de_mostoles;2020;Total ingresos;11288.0
hospital_universitario_de_mostoles;2021;Total ingresos;11283.0
hospital_universitario_de_mostoles;2022;Total ingresos;11994.0
hospital_universitario_de_mostoles;2012;Ingresos urgentes;11202.0
hospital_universitario_de_mostoles;2013;Ingresos urgentes;9815.0
hospital_universitario_de_mostoles;2014;Ingresos urgentes;9268.0
hospital_universitario_de_mostoles;2015;Ingresos urgentes;9509.0
hospital_universitario_de_mostoles;2016;Ingresos urgentes;9163.0
hospital_universitario_de_mostoles;2017;Ingresos urgentes;9287.0
hospital_universitario_de_mostoles;2018;Ingresos urgentes;8960.0
hospital_universitario_de_mostoles;2019;Ingresos urgentes;9625.0
hospital_universitario_de_mostoles;2020;Ingresos urgentes;9018.0
hospital_universitario_de_mostoles;2021;Ingresos urgentes;8553.0
hospital_universitario_de_mostoles;2022;Ingresos urgentes;109351.0
hospital_universitario_de_mostoles;2012;Ingresos programados;4367.0
hospital_universitario_de_mostoles;2013;Ingresos programados;4205.0
hospital_universitario_de_mostoles;2014;Ingresos programados;4024.0
hospital_universitario_de_mostoles;2015;Ingresos programados;3882.0
hospital_universitario_de_mostoles;2016;Ingresos programados;3909.0
hospital_universitario_de_mostoles;2017;Ingresos programados;3406.0
hospital_universitario_de_mostoles;2018;Ingresos programados;3265.0
hospital_universitario_de_mostoles;2019;Ingresos programados;3424.0
hospital_universitario_de_mostoles;2020;Ingresos programados;2270.0
hospital_universitario_de_mostoles;2021;Ingresos programados;2730.0
hospital_universitario_de_mostoles;2022;Ingresos programados;3172.0
hospital_universitario_de_mostoles;2012;Urgencias totales;99997.0
hospital_universitario_de_mostoles;2013;Urgencias totales;87485.0
hospital_universitario_de_mostoles;2014;Urgencias totales;85927.0
hospital_universitario_de_mostoles;2015;Urgencias totales;88566.0
hospital_universitario_de_mostoles;2016;Urgencias totales;92289.0
hospital_universitario_de_mostoles;2017;Urgencias totales;93494.0
hospital_universitario_de_mostoles;2018;Urgencias totales;93996.0
hospital_universitario_de_mostoles;2019;Urgencias totales;98298.0
hospital_universitario_de_mostoles;2020;Urgencias totales;77450.0
hospital_universitario_de_mostoles;2021;Urgencias totales;100408.0
hospital_universitario_de_mostoles;2022;Urgencias totales;109351.0
hospital_universitario_ramon_y_cajal;2012;Estancia media global;8.37
hospital_universitario_ramon_y_cajal;2013;Estancia media global;8.07
hospital_universitario_ramon_y_cajal;2014;Estancia media global;7.67
hospital_universitario_ramon_y_cajal;2015;Estancia media global;7.67
hospital_universitario_ramon_y_cajal;2016;Estancia media global;7.28
hospital_universitario_ramon_y_cajal;2017;Estancia media global;7.1
hospital_universitario_ramon_y_cajal;2018;Estancia media global;7.02
hospital_universitario_ramon_y_cajal;2019;Estancia media global;6.92
hospital_universitario_ramon_y_cajal;2020;Estancia media global;7.48
hospital_universitario_ramon_y_cajal;2021;Estancia media global;7.21
hospital_universitario_ramon_y_cajal;2022;Estancia media global;6.86
hospital_universitario_ramon_y_cajal;2012;Total ingresos;32815.0
hospital_universitario_ramon_y_cajal;2013;Total ingresos;31743.0
hospital_universitario_ramon_y_cajal;2014;Total ingresos;32179.0
hospital_universitario_ramon_y_cajal;2015;Total ingresos;31253.0
hospital_universitario_ramon_y_cajal;2016;Total ingresos;31847.0
hospital_universitario_ramon_y_cajal;2017;Total ingresos;31847.0
hospital_universitario_ramon_y_cajal;2018;Total ingresos;31876.0
hospital_universitario_ramon_y_cajal;2019;Total ingresos;32393.0
hospital_universitario_ramon_y_cajal;2020;Total ingresos;29284.0
hospital_universitario_ramon_y_cajal;2021;Total ingresos;30373.0
hospital_universitario_ramon_y_cajal;2022;Total ingresos;32374.0
hospital_universitario_ramon_y_cajal;2012;Ingresos urgentes;19400.0
hospital_universitario_ramon_y_cajal;2013;Ingresos urgentes;19505.0
hospital_universitario_ramon_y_cajal;2014;Ingresos urgentes;18941.0
hospital_universitario_ramon_y_cajal;2015;Ingresos urgentes;19190.0
hospital_universitario_ramon_y_cajal;2016;Ingresos urgentes;18922.0
hospital_universitario_ramon_y_cajal;2017;Ingresos urgentes;18926.0
hospital_universitario_ramon_y_cajal;2018;Ingresos urgentes;19166.0
hospital_universitario_ramon_y_cajal;2019;Ingresos urgentes;19670.0
hospital_universitario_ramon_y_cajal;2020;Ingresos urgentes;20798.0
hospital_universitario_ramon_y_cajal;2021;Ingresos urgentes;19888.0
hospital_universitario_ramon_y_cajal;2022;Ingresos urgentes;20137.0
hospital_universitario_ramon_y_cajal;2012;Ingresos programados;13415.0
hospital_universitario_ramon_y_cajal;2013;Ingresos programados;12238.0
hospital_universitario_ramon_y_cajal;2014;Ingresos programados;13238.0
hospital_universitario_ramon_y_cajal;2015;Ingresos programados;12063.0
hospital_universitario_ramon_y_cajal;2016;Ingresos programados;12925.0
hospital_universitario_ramon_y_cajal;2017;Ingresos programados;12921.0
hospital_universitario_ramon_y_cajal;2018;Ingresos programados;12710.0
hospital_universitario_ramon_y_cajal;2019;Ingresos programados;12723.0
hospital_universitario_ramon_y_cajal;2020;Ingresos programados;8486.0
hospital_universitario_ramon_y_cajal;2021;Ingresos programados;10485.0
hospital_universitario_ramon_y_cajal;2022;Ingresos programados;12237.0
hospital_universitario_ramon_y_cajal;2012;Urgencias totales;132296.0
hospital_universitario_ramon_y_cajal;2013;Urgencias totales;133998.0
hospital_universitario_ramon_y_cajal;2014;Urgencias totales;135799.0
hospital_universitario_ramon_y_cajal;2015;Urgencias totales;140538.0
hospital_universitario_ramon_y_cajal;2016;Urgencias totales;147234.0
hospital_universitario_ramon_y_cajal;2017;Urgencias totales;150504.0
hospital_universitario_ramon_y_cajal;2018;Urgencias totales;150835.0
hospital_universitario_ramon_y_cajal;2019;Urgencias totales;154652.0
hospital_universitario_ramon_y_cajal;2020;Urgencias totales;121305.0
hospital_universitario_ramon_y_cajal;2021;Urgencias totales;143827.0
hospital_universitario_ramon_y_cajal;2022;Urgencias totales;161446.0
hospital_universitario_rey_juan_carlos;2012;Estancia media global;4.63
hospital_universitario_rey_juan_carlos;2013;Estancia media global;4.9
hospital_universitario_rey_juan_carlos;2014;Estancia media global;5.22
hospital_universitario_rey_juan_carlos;2015;Estancia media global;5.41
hospital_universitario_rey_juan_carlos;2016;Estancia media global;5.46
hospital_universitario_rey_juan_carlos;2017;Estancia media global;5.43
hospital_universitario_rey_juan_carlos;2018;Estancia media global;5.7
hospital_universitario_rey_juan_carlos;2019;Estancia media global;5.78
hospital_universitario_rey_juan_carlos;2020;Estancia media global;6.23
hospital_universitario_rey_juan_carlos;2021;Estancia media global;6.19
hospital_universitario_rey_juan_carlos;2022;Estancia media global;5.05
hospital_universitario_rey_juan_carlos;2012;Total ingresos;6020.0
hospital_universitario_rey_juan_carlos;2013;Total ingresos;12785.0
hospital_universitario_rey_juan_carlos;2014;Total ingresos;15016.0
hospital_universitario_rey_juan_carlos;2015;Total ingresos;17786.0
hospital_universitario_rey_juan_carlos;2016;Total ingresos;19850.0
hospital_universitario_rey_juan_carlos;2017;Total ingresos;20312.0
hospital_universitario_rey_juan_carlos;2018;Total ingresos;21576.0
hospital_universitario_rey_juan_carlos;2019;Total ingresos;21745.0
hospital_universitario_rey_juan_carlos;2020;Total ingresos;18685.0
hospital_universitario_rey_juan_carlos;2021;Total ingresos;18165.0
hospital_universitario_rey_juan_carlos;2022;Total ingresos;20950.0
hospital_universitario_rey_juan_carlos;2012;Ingresos urgentes;4713.0
hospital_universitario_rey_juan_carlos;2013;Ingresos urgentes;9550.0
hospital_universitario_rey_juan_carlos;2014;Ingresos urgentes;11138.0
hospital_universitario_rey_juan_carlos;2015;Ingresos urgentes;13654.0
hospital_universitario_rey_juan_carlos;2016;Ingresos urgentes;14305.0
hospital_universitario_rey_juan_carlos;2017;Ingresos urgentes;14470.0
hospital_universitario_rey_juan_carlos;2018;Ingresos urgentes;15455.0
hospital_universitario_rey_juan_carlos;2019;Ingresos urgentes;15585.0
hospital_universitario_rey_juan_carlos;2020;Ingresos urgentes;13953.0
hospital_universitario_rey_juan_carlos;2021;Ingresos urgentes;13436.0
hospital_universitario_rey_juan_carlos;2022;Ingresos urgentes;14610.0
hospital_universitario_rey_juan_carlos;2012;Ingresos programados;1307.0
hospital_universitario_rey_juan_carlos;2013;Ingresos programados;3235.0
hospital_universitario_rey_juan_carlos;2014;Ingresos programados;3878.0
hospital_universitario_rey_juan_carlos;2015;Ingresos programados;4132.0
hospital_universitario_rey_juan_carlos;2016;Ingresos programados;5545.0
hospital_universitario_rey_juan_carlos;2017;Ingresos programados;5842.0
hospital_universitario_rey_juan_carlos;2018;Ingresos programados;6121.0
hospital_universitario_rey_juan_carlos;2019;Ingresos programados;6160.0
hospital_universitario_rey_juan_carlos;2020;Ingresos programados;4732.0
hospital_universitario_rey_juan_carlos;2021;Ingresos programados;4729.0
hospital_universitario_rey_juan_carlos;2022;Ingresos programados;6340.0
hospital_universitario_rey_juan_carlos;2012;Urgencias totales;49956.0
hospital_universitario_rey_juan_carlos;2013;Urgencias totales;94652.0
hospital_universitario_rey_juan_carlos;2014;Urgencias totales;110883.0
hospital_universitario_rey_juan_carlos;2015;Urgencias totales;122430.0
hospital_universitario_rey_juan_carlos;2016;Urgencias totales;136015.0
hospital_universitario_rey_juan_carlos;2017;Urgencias totales;143185.0
hospital_universitario_rey_juan_carlos;2018;Urgencias totales;145690.0
hospital_universitario_rey_juan_carlos;2019;Urgencias totales;149524.0
hospital_universitario_rey_juan_carlos;2020;Urgencias totales;108030.0
hospital_universitario_rey_juan_carlos;2021;Urgencias totales;137366.0
hospital_universitario_rey_juan_carlos;2022;Urgencias totales;164254.0
hospital_universitario_fundacion_alcorcon;2012;Estancia media global;6.08
hospital_universitario_fundacion_alcorcon;2013;Estancia media global;6.21
hospital_universitario_fundacion_alcorcon;2014;Estancia media global;6.09
hospital_universitario_fundacion_alcorcon;2015;Estancia media global;6.21
hospital_universitario_fundacion_alcorcon;2016;Estancia media global;6.13
hospital_universitario_fundacion_alcorcon;2017;Estancia media global;5.86
hospital_universitario_fundacion_alcorcon;2018;Estancia media global;5.91
hospital_universitario_fundacion_alcorcon;2019;Estancia media global;5.79
hospital_universitario_fundacion_alcorcon;2020;Estancia media global;6.42
hospital_universitario_fundacion_alcorcon;2021;Estancia media global;6.57
hospital_universitario_fundacion_alcorcon;2022;Estancia media global;6.04
hospital_universitario_fundacion_alcorcon;2012;Total ingresos;17793.0
hospital_universitario_fundacion_alcorcon;2013;Total ingresos;16561.0
hospital_universitario_fundacion_alcorcon;2014;Total ingresos;15973.0
hospital_universitario_fundacion_alcorcon;2015;Total ingresos;16050.0
hospital_universitario_fundacion_alcorcon;2016;Total ingresos;16102.0
hospital_universitario_fundacion_alcorcon;2017;Total ingresos;16387.0
hospital_universitario_fundacion_alcorcon;2018;Total ingresos;16548.0
hospital_universitario_fundacion_alcorcon;2019;Total ingresos;16290.0
hospital_universitario_fundacion_alcorcon;2020;Total ingresos;14458.0
hospital_universitario_fundacion_alcorcon;2021;Total ingresos;14299.0
hospital_universitario_fundacion_alcorcon;2022;Total ingresos;15455.0
hospital_universitario_fundacion_alcorcon;2012;Ingresos urgentes;12203.0
hospital_universitario_fundacion_alcorcon;2013;Ingresos urgentes;11341.0
hospital_universitario_fundacion_alcorcon;2014;Ingresos urgentes;11062.0
hospital_universitario_fundacion_alcorcon;2015;Ingresos urgentes;11279.0
hospital_universitario_fundacion_alcorcon;2016;Ingresos urgentes;11311.0
hospital_universitario_fundacion_alcorcon;2017;Ingresos urgentes;11401.0
hospital_universitario_fundacion_alcorcon;2018;Ingresos urgentes;11389.0
hospital_universitario_fundacion_alcorcon;2019;Ingresos urgentes;11185.0
hospital_universitario_fundacion_alcorcon;2020;Ingresos urgentes;10678.0
hospital_universitario_fundacion_alcorcon;2021;Ingresos urgentes;10132.0
hospital_universitario_fundacion_alcorcon;2022;Ingresos urgentes;10748.0
hospital_universitario_fundacion_alcorcon;2012;Ingresos programados;5590.0
hospital_universitario_fundacion_alcorcon;2013;Ingresos programados;5220.0
hospital_universitario_fundacion_alcorcon;2014;Ingresos programados;4911.0
hospital_universitario_fundacion_alcorcon;2015;Ingresos programados;4771.0
hospital_universitario_fundacion_alcorcon;2016;Ingresos programados;4791.0
hospital_universitario_fundacion_alcorcon;2017;Ingresos programados;4986.0
hospital_universitario_fundacion_alcorcon;2018;Ingresos programados;5159.0
hospital_universitario_fundacion_alcorcon;2019;Ingresos programados;5105.0
hospital_universitario_fundacion_alcorcon;2020;Ingresos programados;3780.0
hospital_universitario_fundacion_alcorcon;2021;Ingresos programados;4167.0
hospital_universitario_fundacion_alcorcon;2022;Ingresos programados;4707.0
hospital_universitario_fundacion_alcorcon;2012;Urgencias totales;98731.0
hospital_universitario_fundacion_alcorcon;2013;Urgencias totales;93797.0
hospital_universitario_fundacion_alcorcon;2014;Urgencias totales;94331.0
hospital_universitario_fundacion_alcorcon;2015;Urgencias totales;99962.0
hospital_universitario_fundacion_alcorcon;2016;Urgencias totales;104228.0
hospital_universitario_fundacion_alcorcon;2017;Urgencias totales;103437.0
hospital_universitario_fundacion_alcorcon;2018;Urgencias totales;103722.0
hospital_universitario_fundacion_alcorcon;2019;Urgencias totales;105176.0
hospital_universitario_fundacion_alcorcon;2020;Urgencias totales;80259.0
hospital_universitario_fundacion_alcorcon;2021;Urgencias totales;101579.0
hospital_universitario_fundacion_alcorcon;2022;Urgencias totales;116275.0
hospital_universitario_infanta_leonor;2012;Estancia media global;5.51
hospital_universitario_infanta_leonor;2013;Estancia media global;6.14
hospital_universitario_infanta_leonor;2014;Estancia media global;5.95
hospital_universitario_infanta_leonor;2015;Estancia media global;5.63
hospital_universitario_infanta_leonor;2016;Estancia media global;5.57
hospital_universitario_infanta_leonor;2017;Estancia media global;6.85
hospital_universitario_infanta_leonor;2018;Estancia media global;6.83
hospital_universitario_infanta_leonor;2019;Estancia media global;6.92
hospital_universitario_infanta_leonor;2020;Estancia media global;6.97
hospital_universitario_infanta_leonor;2021;Estancia media global;7.1
hospital_universitario_infanta_leonor;2022;Estancia media global;6.87
hospital_universitario_infanta_leonor;2012;Total ingresos;12670.0
hospital_universitario_infanta_leonor;2013;Total ingresos;12376.0
hospital_universitario_infanta_leonor;2014;Total ingresos;12542.0
hospital_universitario_infanta_leonor;2015;Total ingresos;13597.0
hospital_universitario_infanta_leonor;2016;Total ingresos;13625.0
hospital_universitario_infanta_leonor;2017;Total ingresos;15483.0
hospital_universitario_infanta_leonor;2018;Total ingresos;15768.0
hospital_universitario_infanta_leonor;2019;Total ingresos;16012.0
hospital_universitario_infanta_leonor;2020;Total ingresos;15902.0
hospital_universitario_infanta_leonor;2021;Total ingresos;16161.0
hospital_universitario_infanta_leonor;2022;Total ingresos;17163.0
hospital_universitario_infanta_leonor;2012;Ingresos urgentes;11054.0
hospital_universitario_infanta_leonor;2013;Ingresos urgentes;10830.0
hospital_universitario_infanta_leonor;2014;Ingresos urgentes;9449.0
hospital_universitario_infanta_leonor;2015;Ingresos urgentes;10410.0
hospital_universitario_infanta_leonor;2016;Ingresos urgentes;10257.0
hospital_universitario_infanta_leonor;2017;Ingresos urgentes;11381.0
hospital_universitario_infanta_leonor;2018;Ingresos urgentes;11826.0
hospital_universitario_infanta_leonor;2019;Ingresos urgentes;12172.0
hospital_universitario_infanta_leonor;2020;Ingresos urgentes;13494.0
hospital_universitario_infanta_leonor;2021;Ingresos urgentes;13052.0
hospital_universitario_infanta_leonor;2022;Ingresos urgentes;13891.0
hospital_universitario_infanta_leonor;2012;Ingresos programados;1616.0
hospital_universitario_infanta_leonor;2013;Ingresos programados;1546.0
hospital_universitario_infanta_leonor;2014;Ingresos programados;3093.0
hospital_universitario_infanta_leonor;2015;Ingresos programados;3187.0
hospital_universitario_infanta_leonor;2016;Ingresos programados;3368.0
hospital_universitario_infanta_leonor;2017;Ingresos programados;4102.0
hospital_universitario_infanta_leonor;2018;Ingresos programados;3942.0
hospital_universitario_infanta_leonor;2019;Ingresos programados;3840.0
hospital_universitario_infanta_leonor;2020;Ingresos programados;2408.0
hospital_universitario_infanta_leonor;2021;Ingresos programados;3109.0
hospital_universitario_infanta_leonor;2022;Ingresos programados;3272.0
hospital_universitario_infanta_leonor;2012;Urgencias totales;108406.0
hospital_universitario_infanta_leonor;2013;Urgencias totales;110262.0
hospital_universitario_infanta_leonor;2014;Urgencias totales;114014.0
hospital_universitario_infanta_leonor;2015;Urgencias totales;121633.0
hospital_universitario_infanta_leonor;2016;Urgencias totales;127851.0
hospital_universitario_infanta_leonor;2017;Urgencias totales;133284.0
hospital_universitario_infanta_leonor;2018;Urgencias totales;134603.0
hospital_universitario_infanta_leonor;2019;Urgencias totales;140117.0
hospital_universitario_infanta_leonor;2020;Urgencias totales;111267.0
hospital_universitario_infanta_leonor;2021;Urgencias totales;155476.0
hospital_universitario_infanta_leonor;2022;Urgencias totales;182892.0
hospital_clinico_san_carlos;2012;Estancia media global;7.22
hospital_clinico_san_carlos;2013;Estancia media global;7.2
hospital_clinico_san_carlos;2014;Estancia media global;6.88
hospital_clinico_san_carlos;2015;Estancia media global;6.66
hospital_clinico_san_carlos;2016;Estancia media global;6.79
hospital_clinico_san_carlos;2017;Estancia media global;7.06
hospital_clinico_san_carlos;2018;Estancia media global;6.93
hospital_clinico_san_carlos;2019;Estancia media global;7.01
hospital_clinico_san_carlos;2020;Estancia media global;7.82
hospital_clinico_san_carlos;2021;Estancia media global;7.68
hospital_clinico_san_carlos;2022;Estancia media global;7.53
